diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
changed:name,jyXY5GxuVgFFmcUtI6X0,5496,5496,Freeze Your Timeline: Egg Freezing Meets AI & Data,Freeze Your Timeline: Egg Freezing Meets Big Data,2026-06-03,2026-06-03,17:30:00,17:30:00,Midtown,Midtown,Sunfish,Sunfish,https://partiful.com/e/jyXY5GxuVgFFmcUtI6X0,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Sunfish; Cooley LLP
changed:name,jytNb4IdG0HxwJnqDSgf,5925,5925,Cloudflare + Shopify: Build for the Agent Era,Build for the Agent Era - Cloudflare + Shopify,2026-06-02,2026-06-02,18:00:00,18:00:00,SoHo,SoHo,Cloudflare,Cloudflare,https://partiful.com/e/jytNb4IdG0HxwJnqDSgf,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Cloudflare; Shopify
added,k0Z3WGdanIGHlTsvsAqW,,6200,,Japan x NYC Startup Mixer @ Jungle of Invention,,2026-06-01,,18:00:00,,Brooklyn,,FreakOut HD,https://partiful.com/e/k0Z3WGdanIGHlTsvsAqW,https://www.tech-week.com/calendar/nyc,Monday,Evening,FreakOut HD
changed:name|location,k1T8QalDu09QHClA10Dr,4923,4923,Founder Pitch-an-Investor Dinner,Founders & Investors Happy Hour,2026-06-03,2026-06-03,19:00:00,19:00:00,SoHo,Chelsea,Haven,Haven,https://partiful.com/e/k1T8QalDu09QHClA10Dr,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Haven
added,k5BGHkPmkIiP0SUK4n0F,,5810,,Shape What's Next with Justworks - A Networking Happy Hour!,,2026-06-04,,17:30:00,,Financial District,,Justworks,https://partiful.com/e/k5BGHkPmkIiP0SUK4n0F,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Justworks
added,kN3NF2qN1659m0p5Yqbv,,4953,,Immersive Oyster Happy Hour with Tandon @The Yard,,2026-06-05,,16:00:00,,Brooklyn,,NYU Tandon @ The Yard,https://partiful.com/e/kN3NF2qN1659m0p5Yqbv,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,NYU Tandon @ The Yard; NYU
changed:event_url,kQOkplcSkP79vs38zqvj,5567,5567,What Quantum Actually Means for Computing,What Quantum Actually Means for Computing,2026-06-02,2026-06-02,09:15:00,09:15:00,Flatiron,Flatiron,IBM,IBM,https://partiful.com/e/kQOkplcSkP79vs38zqvj,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,IBM
changed:location|event_url,kWJ6biyd9u1mGrlP3NU4,5797,5797,AI at Scale: From Deployment to Business Impact,AI at Scale: From Deployment to Business Impact,2026-06-04,2026-06-04,14:00:00,14:00:00,Brooklyn,Midtown,Jobbrex,Jobbrex,https://partiful.com/e/kWJ6biyd9u1mGrlP3NU4,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Jobbrex; SocialEDG
added,kZFSvvs0w2QtpLlK5fKp,,6491,,East Asians in Tech Happy Hour,,2026-06-04,,17:00:00,,Korea Town,,East Asians in Tech,https://partiful.com/e/kZFSvvs0w2QtpLlK5fKp,https://www.tech-week.com/calendar/nyc,Thursday,Evening,East Asians in Tech
changed:event_url,kcNK4Mal67OURfFcBLRy,5176,5176,Fireside chat w/ Bryan Kim by ElevenLabs and Verci,Fireside chat w/ Bryan Kim by ElevenLabs and Verci,2026-06-03,2026-06-03,10:00:00,10:00:00,Flatiron,Flatiron,ElevenLabs,ElevenLabs,https://partiful.com/e/kcNK4Mal67OURfFcBLRy,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,ElevenLabs; Verci
changed:name|time,kvGpuFMeACW7ZWPYtxTP,250,250,YouCode AI Salon,AI Happy Hour,2026-06-05,2026-06-05,18:00:00,17:00:00,Brooklyn,Brooklyn,You.com,You.com,https://partiful.com/e/kvGpuFMeACW7ZWPYtxTP,https://www.tech-week.com/calendar/nyc,Friday,Evening,You.com
changed:name|time|event_url,l5ZDdLiowT38u4m6924Q,5809,5809,Sip & Scale: AI For Diverse Founders And Executives,Breakfast & Build: A Community Brunch for Diverse Founders & Execs,2026-06-04,2026-06-04,16:30:00,10:00:00,Midtown,Midtown,Accessible AI for All,Accessible AI for All,https://partiful.com/e/l5ZDdLiowT38u4m6924Q,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Accessible AI for All; Angel Hive
changed:event_url,l79XoRaeQh6iKy77AjAz,4646,4646,Mission Ready: Scaling Defense Tech,Mission Ready: Scaling Defense Tech,2026-06-02,2026-06-02,15:00:00,15:00:00,Chelsea,Chelsea,Defense Capital,Defense Capital,https://partiful.com/e/l79XoRaeQh6iKy77AjAz,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Defense Capital; Rivendell Strategies
changed:event_url,l7bvHYnBBBKSeC7CjeOG,4098,4098,"After Hours: Founders, Investors & Operators","After Hours: Founders, Investors & Operators",2026-06-03,2026-06-03,20:30:00,20:30:00,West Village,West Village,Bulletpitch,Bulletpitch,https://partiful.com/e/l7bvHYnBBBKSeC7CjeOG,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Bulletpitch
changed:event_url,l9fA0F5sI4gurGc8hc4H,4403,4403,Building Multi-Agent Systems: Scaling Your Startup with Autonomous AI,Building Multi-Agent Systems: Scaling Your Startup with Autonomous AI,2026-06-03,2026-06-03,13:00:00,13:00:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/l9fA0F5sI4gurGc8hc4H,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Google for Startups
added,lBLDmnEK3sHNl8q3phmR,,6635,,Tech Week Web3 Hotel Mixer,,2026-06-04,,17:30:00,,Union Square,,Peiheng,https://partiful.com/e/lBLDmnEK3sHNl8q3phmR,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Peiheng
added,lEuafK4T1kCkkgdRotjO,,6483,,Next-Gen Social Content: AI Video Screening & Deep Dive,,2026-06-02,,18:00:00,,Midtown,,MartiniArt,https://partiful.com/e/lEuafK4T1kCkkgdRotjO,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,MartiniArt
added,lKauxsY3iT3JRiLZji2c,,6630,,"AI-Native Women · NYC: Build, Operate, Influence",,2026-06-05,,18:00:00,,Chinatown,,Her Frontier,https://partiful.com/e/lKauxsY3iT3JRiLZji2c,https://www.tech-week.com/calendar/nyc,Friday,Evening,Her Frontier
changed:time|event_url,lbtUQ9LI46kiVvnjYt8X,4096,4096,Pitch & Drink with P2S.vc 🥤,Pitch & Drink with P2S.vc 🥤,2026-06-01,2026-06-01,17:00:00,17:30:00,Midtown,Midtown,P2S.vc,P2S.vc,https://partiful.com/e/lbtUQ9LI46kiVvnjYt8X,https://www.tech-week.com/calendar/nyc,Monday,Evening,P2S.vc
added,lcmXSFhnXlltkqQjyLuW,,6232,,NYC Tech Week- The New Era of Business Productivity Tools,,2026-06-02,,18:00:00,,Midtown,,Second Axis,https://partiful.com/e/lcmXSFhnXlltkqQjyLuW,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,second axis
changed:event_url,ldrUZdvoSlbrx3uQT7dd,4875,4875,Hack- Aging Vibecoding,Hack- Aging Vibecoding,2026-06-06,2026-06-06,10:30:00,10:30:00,Midtown,Midtown,Owle AI,Owle AI,https://partiful.com/e/ldrUZdvoSlbrx3uQT7dd,https://www.tech-week.com/calendar/nyc,Saturday,Morning,Owle AI
changed:event_url,lhCJYxozQjlHvCuvcafD,92,92,Workflow Delivery in Action: Automate your work with Skywork @ NYCTechWeek,Workflow Delivery in Action: Automate your work with Skywork @ NYCTechWeek,2026-06-02,2026-06-02,16:00:00,16:00:00,SoHo,SoHo,Skywork AI,Skywork AI,https://partiful.com/e/lhCJYxozQjlHvCuvcafD,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Skywork AI
added,li3OTq6DQintDXxppVK8,,5203,,GP-LP Tech Week Mixer,,2026-06-03,,18:30:00,,Midtown,,The Kairos Circle,https://partiful.com/e/li3OTq6DQintDXxppVK8,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,The Kairos Circle
changed:name,ljR8QfU0ZrVOSiE6diIr,105,105,Venture Sails Breakfast,VentureSails Breakfast,2026-06-03,2026-06-03,09:00:00,09:00:00,Brooklyn,Brooklyn,Venture Sails,Venture Sails,https://partiful.com/e/ljR8QfU0ZrVOSiE6diIr,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Venture Sails; Fonzi AI
changed:time|event_url,llXiWmjG8QWnTZjhjpLc,5471,5471,The Morning Bell,The Morning Bell,2026-06-04,2026-06-04,09:00:00,08:30:00,Midtown,Midtown,Connor Group,Connor Group,https://partiful.com/e/llXiWmjG8QWnTZjhjpLc,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Connor Group; a16z
changed:location|company|event_url,lqu38pgygnmLVET26n7I,6216,6370,"Data in Motion NYC: Messaging, Streaming & Processing","Data in Motion NYC: Messaging, Streaming & Processing",2026-06-04,2026-06-04,11:00:00,11:00:00,Chelsea,Midtown,Software Guru,Beam Summit,https://partiful.com/e/lqu38pgygnmLVET26n7I,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Beam Summit; Google Cloud
changed:event_url,m4g7u5LC1jpbWNzOM60R,6316,6316,Fides Entrepreneurship Pitch Competition,Fides Entrepreneurship Pitch Competition,2026-06-02,2026-06-02,17:00:00,17:00:00,Upper East Side,Upper East Side,Fides Entrepreneurship LLC,Fides Entrepreneurship LLC,https://partiful.com/e/m4g7u5LC1jpbWNzOM60R,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Fides Entrepreneurship LLC; Altar Ventures
changed:name|date|time,m7pci5eDGgvEMhby9pGq,6282,6282,•• AI Consumer Founders + Investors Cocktail Hour | Hosted by GHOST Angels,•• AI Consumer Founders & Investors Cocktail Hour w/ Snapchat Alumni,2026-06-03,2026-06-02,16:00:00,17:00:00,Hudson Yards,Hudson Yards,GHOST Angels,GHOST Angels,https://partiful.com/e/m7pci5eDGgvEMhby9pGq,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,GHOST Angels
added,mVJjqhRHhpwGdCfSmu6o,,6812,,Atrios Tech Week Basketball: Rolex Giveaway,,2026-06-04,,17:00:00,,Lower East Side,,Atrios,https://partiful.com/e/mVJjqhRHhpwGdCfSmu6o,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Atrios
added,mVKbO7NA2Xf0qLmT4hKt,,6536,,Taiwan Founder Night,,2026-06-05,,18:00:00,,Midtown,,LANDED Accelerator,https://partiful.com/e/mVKbO7NA2Xf0qLmT4hKt,https://www.tech-week.com/calendar/nyc,Friday,Evening,LANDED Accelerator; Taipei Economic And Cultural Office In New York
removed,menYiNujMph20V7zBugJ,4434,,AI Playbooks for Finance Leaders,,2026-06-03,,18:30:00,,Flatiron,,DualEntry,,https://partiful.com/e/menYiNujMph20V7zBugJ,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,DualEntry
changed:name|date,mfI66ljwzfZeqxn7v52g,5250,5250,Build to Exit: The Exit Readiness Hackathon for Women Founders,The Founder's Exit Hackathon: From Identity to Asset,2026-06-05,2026-06-04,11:00:00,11:00:00,Flatiron,Flatiron,Exette,Exette,https://partiful.com/e/mfI66ljwzfZeqxn7v52g,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Exette
changed:time,mlcBwsk8Wv96X3mzEOiM,5694,5694,AI VIPs: Enterprise Edition,AI VIPs: Enterprise Edition,2026-06-03,2026-06-03,17:00:00,17:30:00,Hudson Yards,Hudson Yards,Wells Fargo,Wells Fargo,https://partiful.com/e/mlcBwsk8Wv96X3mzEOiM,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Wells Fargo; Onsen Global
added,muXQlVgG3uqwpbvvPIve,,6569,,The Deal House,,2026-06-01,,10:00:00,,SoHo,,Expert DOJO,https://partiful.com/e/muXQlVgG3uqwpbvvPIve,https://www.tech-week.com/calendar/nyc,Monday,Morning,Expert DOJO; Nightrush AI
changed:time,n5uCUeAb1zW9pXNEqsg3,6348,6348,The New Arsenal,The New Arsenal,2026-06-01,2026-06-01,16:00:00,15:00:00,Midtown,Midtown,VC in DC,VC in DC,https://partiful.com/e/n5uCUeAb1zW9pXNEqsg3,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,VC in DC
added,n9CCyMio7NyeQT2wkeE3,,6545,,"Defense Tech Debate + Reception with Bloomberg, Lux Capital, & Tech:NYC",,2026-06-02,,17:00:00,,Nomad,,Bloomberg,https://partiful.com/e/n9CCyMio7NyeQT2wkeE3,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Bloomberg; Bloomberg Beta; Lux Capital; Tech:NYC
added,nCOyIyn3INX9mJU4E6Vt,,6312,,South Asian Summer Social @ Central Park,,2026-06-07,,11:00:00,,Central Park,,American South Asian Network (ASAN),https://partiful.com/e/nCOyIyn3INX9mJU4E6Vt,https://www.tech-week.com/calendar/nyc,Sunday,Morning,American South Asian Network (ASAN)
added,nDR5zz1fydJhFJcxu1Bj,,6441,,Dinner with 14 CEOs + 1 Imposter,,2026-06-04,,20:00:00,,Flatiron,,Six,https://partiful.com/e/nDR5zz1fydJhFJcxu1Bj,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Six
added,nDbviUZWOe0l4xxDr82M,,6360,,Tech for Safer Cities: Tackling Gender Based Violence for Women & Youth,,2026-06-03,,11:00:00,,Financial District,,Red Dot Foundation Global,https://partiful.com/e/nDbviUZWOe0l4xxDr82M,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Red Dot Foundation Global; Mobile Pathways; The CUNY Public Interest Tech Lab
changed:time|event_url,nQFM0OFzDP65DYIKDBCm,4622,4622,Big Data NYC,Big Data NYC,2026-06-04,2026-06-04,09:00:00,08:00:00,Financial District,Financial District,About Blank Creative,About Blank Creative,https://partiful.com/e/nQFM0OFzDP65DYIKDBCm,https://www.tech-week.com/calendar/nyc,Thursday,Morning,About Blank Creative
added,ncMRzEENiRelhy8yHSIM,,6508,,The City Hacks the State: Part 2 - Hackathon,,2026-06-05,,12:00:00,,Meatpacking District,,JEA Advertising,https://partiful.com/e/ncMRzEENiRelhy8yHSIM,https://www.tech-week.com/calendar/nyc,Friday,Noon,JEA Advertising; InsureMEP
changed:event_url,ndxAl17PlEmXU25KpLzy,4466,4466,From Legislation to Action: Shaping the Future of Privacy in New York,From Legislation to Action: Shaping the Future of Privacy in New York,2026-06-03,2026-06-03,19:00:00,19:00:00,Greenwich Village,Greenwich Village,Woodhull Freedom Foundation,Woodhull Freedom Foundation,https://partiful.com/e/ndxAl17PlEmXU25KpLzy,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Woodhull Freedom Foundation; Equality NY
added,neEOpN1kjAiwJP4T3mVS,,6750,,Beyond Boarders Happy Hour,,2026-06-03,,16:00:00,,SoHo,,Deel,https://partiful.com/e/neEOpN1kjAiwJP4T3mVS,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Deel; SVB
added,ng86YpYK7z8hyoGBDHb2,,5426,,AI in action: Executive roundtable & live demo forum,,2026-06-04,,10:00:00,,Midtown,,PwC,https://partiful.com/e/ng86YpYK7z8hyoGBDHb2,https://www.tech-week.com/calendar/nyc,Thursday,Morning,PwC
changed:name|event_url,ngqSYGVrZpgvkP9AuoFT,4865,4865,Allometric Dining,Allometric Dining 2026,2026-06-03,2026-06-03,18:30:00,18:30:00,Lower East Side,Lower East Side,Allometry,Allometry,https://partiful.com/e/ngqSYGVrZpgvkP9AuoFT,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Allometry; Dispatch Ventures
changed:location|event_url,nhAcRk8Jk8F1D2h8ABYN,6302,6302,Similarweb Data at Bat - Luxury Suite at Yankee Stadium,Similarweb Data at Bat - Luxury Suite at Yankee Stadium,2026-06-03,2026-06-03,19:00:00,19:00:00,Bronx,Upper Manhattan,Similarweb,Similarweb,https://partiful.com/e/nhAcRk8Jk8F1D2h8ABYN,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Similarweb
changed:event_url,ntFLcJCa0fpG8Lorosoh,5921,5921,The Ventures Startup Award New York 2026,The Ventures Startup Award New York 2026,2026-06-02,2026-06-02,16:00:00,16:00:00,Financial District,Financial District,The Ventures,The Ventures,https://partiful.com/e/ntFLcJCa0fpG8Lorosoh,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Company Ventures
changed:date|event_url,nuG19qqVmzUPc7lcUsHr,5294,5294,"The Rise Circle: Founders, Investors & Innovation Leaders","The Rise Circle: Founders, Investors & Innovation Leaders",2026-06-02,2026-06-04,10:00:00,10:00:00,Midtown,Midtown,African Women in STEM,African Women in STEM,https://partiful.com/e/nuG19qqVmzUPc7lcUsHr,https://www.tech-week.com/calendar/nyc,Thursday,Morning,African Women in STEM; Altruistic Scribe
changed:event_url,o12fTrggML0yeuEWG561,5898,5898,Founder Happy Hour,Founder Happy Hour,2026-06-02,2026-06-02,16:00:00,16:00:00,Lower East Side,Lower East Side,Companyon Ventures,Companyon Ventures,https://partiful.com/e/o12fTrggML0yeuEWG561,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Companyon Ventures; Sent
changed:event_url,o1qradCjiAlnUg3c6ZWj,5430,5430,Build Mode: How RevOps & GTM Teams Are Becoming AI-Powered Builders,Build Mode: How RevOps & GTM Teams Are Becoming AI-Powered Builders,2026-06-03,2026-06-03,18:00:00,18:00:00,SoHo,SoHo,HubSpot,HubSpot,https://partiful.com/e/o1qradCjiAlnUg3c6ZWj,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,HubSpot
removed,o3Ux5EmDllYV8E8yuJMA,4935,,Max Her Potential — by AI Valley × MiniMax,,2026-06-04,,18:00:00,,Greenwich Village,,AI Valley,,https://partiful.com/e/o3Ux5EmDllYV8E8yuJMA?c=nnJHKOal,https://www.tech-week.com/calendar/nyc,Thursday,Evening,AI Valley; MiniMax
added,oAkb6sUA678cbVtfJaKL,,4996,,The AI x Sustainability Paradox: Using Climate AI Responsibly,,2026-06-02,,09:00:00,,Midtown,,Women in Cleantech & Sustainability,https://partiful.com/e/oAkb6sUA678cbVtfJaKL,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Women in Cleantech and Sustainability
changed:event_url,oQvmxTsHOVayx47ok3li,4200,4200,NYC B2B: AI Founders & Investors Mixer,NYC B2B: AI Founders & Investors Mixer,2026-06-01,2026-06-01,18:30:00,18:30:00,Financial District,Financial District,NYC B2B,NYC B2B,https://partiful.com/e/oQvmxTsHOVayx47ok3li,https://www.tech-week.com/calendar/nyc,Monday,Evening,NYC B2B
changed:name,oS8dmcPrh1qCmoXJmag0,5249,5249,"Close the Laptop, Validate in Person","Close the Laptop, Validate in Person (Sponsored by BMO)",2026-06-02,2026-06-02,18:00:00,18:00:00,Gramercy Park,Gramercy Park,Startup Baddie,Startup Baddie,https://partiful.com/e/oS8dmcPrh1qCmoXJmag0,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Startup Baddie; Social Company of Soho
changed:event_url,oSKdFZqbiwxr0frzonCz,6182,6182,"Putting the ""AI"" in Learning","Putting the ""AI"" in Learning",2026-06-03,2026-06-03,17:30:00,17:30:00,Flatiron,Flatiron,Zo Computer,Zo Computer,https://partiful.com/e/oSKdFZqbiwxr0frzonCz,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Zo Computer; The Future of Higher Education
changed:event_url,oZjPIrymA9JRf4x3t4GO,4390,4390,The Architecture of Failure: A 401-Level Masterclass on AI Agents,The Architecture of Failure: A 401-Level Masterclass on AI Agents,2026-06-03,2026-06-03,10:45:00,10:45:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/oZjPIrymA9JRf4x3t4GO,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Google for Startups
added,obCSrtSObg9mVne5kl4D,,6576,,Swiss Innovation @ NY Tech Week 2026,,2026-06-02,,18:00:00,,East Village,,Swissnex,https://partiful.com/e/obCSrtSObg9mVne5kl4D,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Swissnex
changed:event_url,of5BZt7bvyRnAWZ3xoK7,5750,5750,Build A Plan of Life - Can AI Help with Daily Spiritual Habits?,Build A Plan of Life - Can AI Help with Daily Spiritual Habits?,2026-06-06,2026-06-06,09:00:00,09:00:00,Greenwich Village,Greenwich Village,BuildSaints,BuildSaints,https://partiful.com/e/of5BZt7bvyRnAWZ3xoK7,https://www.tech-week.com/calendar/nyc,Saturday,Morning,BuildSaints; St Joseph’s Entrepreneur Club
added,omWNQXlOurTDgzPvdiO3,,6768,,FoundHer House: The Female Funding Floor,,2026-06-03,,13:00:00,,Greenwich Village,,FoundHer House,https://partiful.com/e/omWNQXlOurTDgzPvdiO3,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,FoundHer House; Pace Capital
added,orQg3cOa8TT6n5TAgni0,,6386,,QonfX - An Invite-Only Gathering of QA & Tech Leaders,,2026-06-03,,08:30:00,,Chelsea,,The Test Tribe,https://partiful.com/e/orQg3cOa8TT6n5TAgni0,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,The Test Tribe
changed:time,otWn9aTcoYTcUY4QWh5x,4802,4802,NY TECH PRAYER BRUNCH,NY TECH PRAYER BRUNCH,2026-06-06,2026-06-06,11:00:00,10:00:00,Brooklyn,Brooklyn,Gather for Glory,Gather for Glory,https://partiful.com/e/otWn9aTcoYTcUY4QWh5x,https://www.tech-week.com/calendar/nyc,Saturday,Morning,Gather for Glory; Baddies in Tech
changed:name|date|time,p0S0WixaAo2RJlWgsVlf,5465,5465,G-Hacks,Tomorrow's Unicorns,2026-06-06,2026-06-05,10:00:00,14:00:00,Flatiron,Flatiron,G-Fellows,G-Fellows,https://partiful.com/e/p0S0WixaAo2RJlWgsVlf,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,G-Fellows
added,p74X9KDrgoLaDtU8BmvS,,6519,,SGLang Happy Hour: AI Infra in Finance,,2026-06-03,,18:00:00,,SoHo,,SGLang,https://partiful.com/e/p74X9KDrgoLaDtU8BmvS,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,SGLang; HOF Capital; Arklex AI
changed:event_url,p7KXoFYmCuOcPl7nBRkg,4259,4259,Nutrinity: Data to Diet,Nutrinity: Data to Diet,2026-06-07,2026-06-07,15:00:00,15:00:00,Queens,Queens,Nutrinity,Nutrinity,https://partiful.com/e/p7KXoFYmCuOcPl7nBRkg,https://www.tech-week.com/calendar/nyc,Sunday,Afternoon,Nutrinity
added,p9eZwFALkLMiqIkrHbvK,,6197,,Women Shaping the Future of Fintech,,2026-06-07,,08:30:00,,Midtown,,Women X,https://partiful.com/e/p9eZwFALkLMiqIkrHbvK,https://www.tech-week.com/calendar/nyc,Sunday,Morning,Women X
changed:event_url,pApvNad0HXI8rB7YoP2C,4015,4015,From Ticketing to Intelligence: AI’s Impact on the $1T Events Industry,From Ticketing to Intelligence: AI’s Impact on the $1T Events Industry,2026-06-01,2026-06-01,17:00:00,17:00:00,Midtown,Midtown,AES NYC,AES NYC,https://partiful.com/e/pApvNad0HXI8rB7YoP2C,https://www.tech-week.com/calendar/nyc,Monday,Evening,AES NYC
changed:event_url,pBO053WMRiTeA0rADpmR,5639,5639,The job market in the age of AI,The job market in the age of AI,2026-06-01,2026-06-01,18:00:00,18:00:00,Midtown,Midtown,Unlocked Consultancy,Unlocked Consultancy,https://partiful.com/e/pBO053WMRiTeA0rADpmR,https://www.tech-week.com/calendar/nyc,Monday,Evening,Unlocked Consultancy; Gartner
added,pE0mRfPx7XPRe9uegQyl,,6567,,Rhino User Meetup,,2026-06-01,,18:00:00,,Financial District,,Raven,https://partiful.com/e/pE0mRfPx7XPRe9uegQyl,https://www.tech-week.com/calendar/nyc,Monday,Evening,Raven; McNeel
added,pIS8aostHgPm9GXmaN6X,,4882,,Voice AI Meetup: Build a Voice Agent in 1 hour,,2026-06-03,,17:00:00,,SoHo,,AssemblyAI,https://partiful.com/e/pIS8aostHgPm9GXmaN6X,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,AssemblyAI
added,pR2diUa7uD7hgdkPhiij,,6270,,Becoming a Responsible AI Company: How to get started,,2026-06-03,,08:00:00,,Flatiron,,The Ethical Tech Project,https://partiful.com/e/pR2diUa7uD7hgdkPhiij,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,The Ethical Tech Project
added,pRGMGLY8pbqZl3qbuG9s,,4004,,From Detection to Deployment: A New Era for Diabetic Foot Care,,2026-06-03,,08:45:00,,Central Park,,Solecooler,https://partiful.com/e/pRGMGLY8pbqZl3qbuG9s,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Solecooler; Maison de la région Occitanie à New York
changed:event_url,phA77R6PScqhIZFskbMO,5868,5868,"Authorized Access: Gender, Power & Tech","Authorized Access: Gender, Power & Tech",2026-06-03,2026-06-03,11:00:00,11:00:00,Virtual (NYC),Virtual (NYC),Product Advisory Collective (PAC),Product Advisory Collective (PAC),https://partiful.com/e/phA77R6PScqhIZFskbMO,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Product Advisory Collective (PAC)
added,piSMRtidmZjBAZR6kvqL,,6590,,"Steeped in Tech: A Tea Reception Exploring AI, Taste & Human Experience",,2026-06-05,,15:00:00,,Midtown,,Tea Drunk,https://partiful.com/e/piSMRtidmZjBAZR6kvqL,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Tea Drunk
changed:event_url,ploDSsK5Pxj3iKdDAQk3,5906,5906,Cybersecurity Happy Hour by Dashlane,Cybersecurity Happy Hour by Dashlane,2026-06-02,2026-06-02,18:00:00,18:00:00,Union Square,Union Square,Dashlane,Dashlane,https://partiful.com/e/ploDSsK5Pxj3iKdDAQk3,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Dashlane
added,pmDosvwgBQPxLVDk8WWb,,6506,,Fintech Engineers Happy Hour,,2026-06-01,,18:00:00,,SoHo,,Dots (YC S21),https://partiful.com/e/pmDosvwgBQPxLVDk8WWb,https://www.tech-week.com/calendar/nyc,Monday,Evening,Dots (YC S21)
changed:event_url,pnYKgdY9IvyeGStLgEKU,5894,5894,Frontier House NYC Community Mixer,Frontier House NYC Community Mixer,2026-06-03,2026-06-03,15:00:00,15:00:00,Midtown,Midtown,Eleven Wall Ventures,Eleven Wall Ventures,https://partiful.com/e/pnYKgdY9IvyeGStLgEKU,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Eleven Wall Ventures
changed:name|time,q03mHDi30q0D30zx4Ofa,5160,5160,Vibe Space Investors Dinner,Vibe Space Founders & Investors Mixer,2026-06-01,2026-06-01,18:00:00,17:00:00,Tribeca,Tribeca,Vibe Space,Vibe Space,https://partiful.com/e/q03mHDi30q0D30zx4Ofa,https://www.tech-week.com/calendar/nyc,Monday,Evening,Vibe Space
changed:name,q9Ekc1IjHSv32Xmd8hXB,5715,5715,Investors at the Cutting Edge Luncheon with Mercury,Investors in the Cutting Edge Luncheon with Mercury,2026-06-01,2026-06-01,11:00:00,11:00:00,SoHo,SoHo,Actuate Ventures,Actuate Ventures,https://partiful.com/e/q9Ekc1IjHSv32Xmd8hXB,https://www.tech-week.com/calendar/nyc,Monday,Morning,Actuate Ventures
added,qHNiowdDBNRygRjZlYcp,,6313,,Tech Week: Networking Event by Ascent Valley,,2026-06-03,,18:00:00,,Financial District,,Ascent Valley,https://partiful.com/e/qHNiowdDBNRygRjZlYcp,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Ascent Valley
